-10,00274718;-0,5584887;13,80657
-10,00018718;-0,7409894;10,15351
-9,99762718;-0,7409894;9,241005
-9,99506718;-0,7409894;8,328501
-9,99250718;-0,7409894;9,241005
-9,98994718;-0,7409894;8,328501
-9,98738718;-0,9234901;6,503494
-9,98482718;-0,7409894;18,36909
-9,98226718;-0,7409894;9,241005
-9,97970718;-0,7409894;9,241005
-9,97714718;-0,7409894;8,328501
-9,97458718;-0,7409894;7,415998
-9,97202718;-0,7409894;9,241005
-9,96946718;-0,7409894;8,328501
-9,96690718;-0,5584887;16,54408
-9,96434718;-0,7409894;9,241005
-9,96178718;-0,9234901;8,328501
-9,95922718;-0,7409894;8,328501
-9,95666718;-0,7409894;9,241005
-9,95410718;-0,7409894;6,503494
-9,95154718;-0,7409894;12,89407
-9,94898718;-0,7409894;8,328501
-9,94642718;-0,7409894;6,503494
-9,94386718;-0,7409894;9,241005
-9,94130718;-0,7409894;6,503494
-9,93874718;-0,9234901;9,241005
-9,93618718;-0,9234901;8,328501
-9,93362718;-0,9234901;7,415998
-9,93106718;-0,7409894;7,415998
-9,92850718;-0,7409894;8,328501
-9,92594718;-0,9234901;7,415998
-9,92338718;-0,9234901;5,590991
-9,92082718;-0,9234901;7,415998
-9,91826718;-0,9234901;8,328501
-9,91570718;-0,9234901;7,415998
-9,91314718;-0,9234901;7,415998
-9,91058718;-0,9234901;6,503494
-9,90802718;-0,9234901;6,503494
-9,90546718;-0,9234901;7,415998
-9,90290718;-0,9234901;7,415998
-9,90034718;-0,7409894;6,503494
-9,89778718;-0,7409894;5,590991
-9,89522718;-0,9234901;6,503494
-9,89266718;-0,9234901;6,503494
-9,89010718;-0,9234901;6,503494
-9,88754718;-0,9234901;6,503494
-9,88498718;-0,9234901;6,503494
-9,88242718;-0,9234901;6,503494
-9,87986718;-0,9234901;6,503494
-9,87730718;-0,9234901;8,328501
-9,87474718;-0,9234901;6,503494
-9,87218718;-0,9234901;6,503494
-9,86962718;-0,9234901;6,503494
-9,86706718;-0,9234901;6,503494
-9,86450718;-0,9234901;7,415998
-9,86194718;-0,9234901;7,415998
-9,85938718;-0,9234901;5,590991
-9,85682718;-0,9234901;4,678487
-9,85426718;-0,9234901;5,590991
